KONPLAN SAMMENLIG;Finanskonto;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;Navn;Søgenavn;Kontotype;Global dimension 1-kode;Global dimension 2-kode;Kontokategori;Resultatopgørelse/balance;Debet/kredit;Nr. 2;Spærret;Direkte bogføring;Afstembar;Sideskift;Antal tomme linjer;Indrykning;Valutakode;Bogføring af kildevaluta;Værdiregulering af kildevaluta;Urealiseret værdiregulering;Dato/klokkeslæt for seneste ændring;Rettet den;Sammentælling;Konsol. oversættelsesmetode;Kons.debetkonto;Kons.kreditkonto;Bogføringstype;Virksomhedsbogføringsgruppe;Produktbogføringsgruppe;Billede;Automatisk udv. tekster;Skatteområdekode;Skattepligtig;Skattegruppekode;Momsvirksomhedsbogf.gruppe;Momsproduktbogf.gruppe;Valutakursregulering;IC-stand.partners finanskt.nr.;Udelad standardbeskrivelse i kladde;Løbenr. for kontounderkategori;Udeluk fra konsolidering;Omkostningstypenr.;Standardskabelonkode for periodisering;Automatisk redovisningsmall;Standardbæredygtighedskonti;API-kontotype;Gennemse politik
4002;Inköp av varor;INKÖP AV VAROR;Starttotal;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:46.127Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;26;false;;;;;Starttotal;Ingen
4051;Inköp av varor inom Sverige;INKÖP AV VAROR INOM SVERIGE;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.137Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DETALJ;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;26;false;;;;;Bogføring;Ingen
4055;Inköp varor utom EU;INKÖP VAROR UTOM EU;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.147Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;EXPORT;DETALJ;;false;;false;;EXPORT;VAT25;Ingen regulering;;false;26;false;;;;;Bogføring;Ingen
4056;Inköp av varor EU;INKÖP AV VAROR EU;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.157Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;EU;DETALJ;;false;;false;;EU;VAT25;Ingen regulering;;false;26;false;;;;;Bogføring;Ingen
4058;Anskaff.kost. varor (interim);ANSKAFF.KOST. VAROR (INTERIM);Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.163Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;26;false;;;;;Bogføring;Ingen
4059;Anskaffningskostnad varor;ANSKAFFNINGSKOSTNAD VAROR;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.173Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;26;false;;;;;Bogføring;Ingen
4060;Förändring lager varor;FÖRÄNDRING LAGER VAROR;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.183Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;26;false;;;;;Bogføring;Ingen
4061;Förändring lager varor interim;FÖRÄNDRING LAGER VAROR INTERIM;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.193Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;26;false;;;;;Bogføring;Ingen
4065;Projektkostn. kopplade varor;PROJEKTKOSTN. KOPPLADE VAROR;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.203Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;30;false;;;;;Bogføring;Ingen
4070;Erhållna rabatter;ERHÅLLNA RABATTER;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.217Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;22;false;;;;;Bogføring;Ingen
4080;Frakter, transporter, förs.;FRAKTER, TRANSPORTER, FÖRS.;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.227Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;26;false;;;;;Bogføring;Ingen
4091;Direkt kostnad kopplade varor;DIREKT KOSTNAD KOPPLADE VAROR;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.233Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4092;Omkostnad kopplade varor;OMKOSTNAD KOPPLADE VAROR;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.243Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4093;Inköpsvarians varor;INKÖPSVARIANS VAROR;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.253Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4099;Inköp av varor totalt;INKÖP AV VAROR TOTALT;Sluttotal;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:46.263Z;2026-01-19;4002..4099;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;28;false;;;;;Sluttotal;Ingen
4100;Inköp av råmaterial;INKÖP AV RÅMATERIAL;Starttotal;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:46.273Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;28;false;;;;;Starttotal;Ingen
4151;Inköp av råmat. inom Sverige;INKÖP AV RÅMAT. INOM SVERIGE;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.283Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;RÅMAT;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;28;false;;;;;Bogføring;Ingen
4155;Inköp av råmaterial utom EU;INKÖP AV RÅMATERIAL UTOM EU;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.293Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;EXPORT;RÅMAT;;false;;false;;EXPORT;VAT25;Ingen regulering;;false;28;false;;;;;Bogføring;Ingen
4156;Inköp av råmaterial inom EU;INKÖP AV RÅMATERIAL INOM EU;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.3Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;EU;RÅMAT;;false;;false;;EU;VAT25;Ingen regulering;;false;28;false;;;;;Bogføring;Ingen
4158;Anskaff.kost. råmat. (interim);ANSKAFF.KOST. RÅMAT. (INTERIM);Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.313Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;28;false;;;;;Bogføring;Ingen
4159;Anskaffningskost. råmaterial;ANSKAFFNINGSKOST. RÅMATERIAL;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.327Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;28;false;;;;;Bogføring;Ingen
4160;Förändring lager råmaterial;FÖRÄNDRING LAGER RÅMATERIAL;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.34Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;28;false;;;;;Bogføring;Ingen
4161;Förändring råmat.lager (int.);FÖRÄNDRING RÅMAT.LAGER (INT.);Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.353Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;28;false;;;;;Bogføring;Ingen
4165;Projektkostn. kopplat råmat.;PROJEKTKOSTN. KOPPLAT RÅMAT.;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.363Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;30;false;;;;;Bogføring;Ingen
4170;Erhållna rabatter, råmaterial;ERHÅLLNA RABATTER, RÅMATERIAL;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.373Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;22;false;;;;;Bogføring;Ingen
4180;Frakter, transp., förs. råmat.;FRAKTER, TRANSP., FÖRS. RÅMAT.;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.383Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;28;false;;;;;Bogføring;Ingen
4191;Kopplad direkt kostnad, råmaterial;KOPPLAD DIREKT KOSTNAD, RÅMATERIAL;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.393Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4193;Omkostnader kopplade, råmaterial;OMKOSTNADER KOPPLADE, RÅMATERIAL;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:46.407Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4199;Inköp av råmaterial totalt;INKÖP AV RÅMATERIAL TOTALT;Sluttotal;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:46.44Z;2026-01-19;4100..4199;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;28;false;;;;;Sluttotal;Ingen
4250;Projektkostn kopplade resurser;PROJEKTKOSTN KOPPLADE RESURSER;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.45Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;27;false;;;;;Bogføring;Ingen
4260;Resurskostnader;RESURSKOSTNADER;Starttotal;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:46.46Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;27;false;;;;;Starttotal;Ingen
4299;Resurskostnader totalt;RESURSKOSTNADER TOTALT;Sluttotal;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:46.47Z;2026-01-19;4260..4299;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;27;false;;;;;Sluttotal;Ingen
4300;Projektkostnader;PROJEKTKOSTNADER;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.483Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;27;false;;;;;Bogføring;Ingen
4491;Kopplad direkt kostnad, kapacitet;KOPPLAD DIREKT KOSTNAD, KAPACITET;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.493Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4492;Omkostnad kopplad kapacitet;OMKOSTNAD KOPPLAD KAPACITET;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.507Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4493;Inköpsvarians kapacitet;INKÖPSVARIANS KAPACITET;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.517Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4510;Materialvarians;MATERIALVARIANS;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.527Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4515;Varians för material – inte i lager;VARIANS FÖR MATERIAL – INTE I LAGER;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.537Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4520;Kapacitetsvarians;KAPACITETSVARIANS;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.547Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4530;Legotillverkning varians;LEGOTILLVERKNING VARIANS;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.557Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4540;Kapacitetsomkostnadsvarians;KAPACITETSOMKOSTNADSVARIANS;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.567Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4550;Produktionsomkostnadsvarians;PRODUKTIONSOMKOSTNADSVARIANS;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.577Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
4599;Total kostnad;TOTAL KOSTNAD;Sluttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.587Z;2026-01-19;4001..4599;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;31;false;;;;;Sluttotal;Ingen
4731;Erhållna kassarabatter;ERHÅLLNA KASSARABATTER;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.597Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;22;false;;;;;Bogføring;Ingen
4732;Erhållna kassarabatter 2;ERHÅLLNA KASSARABATTER 2;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.607Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;29;false;;;;;Bogføring;Ingen
5100;Underhållskostnad fastigheter;UNDERHÅLLSKOSTNAD FASTIGHETER;Starttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.62Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;41;false;;;;;Starttotal;Ingen
5130;Uppvärmning;UPPVÄRMNING;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.63Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;41;false;;;;;Bogføring;Ingen
5135;Skatt bränsle;SKATT BRÄNSLE;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.64Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;43;false;;;;;Bogføring;Ingen
5136;Skatt koldioxid;SKATT KOLDIOXID;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.653Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;43;false;;;;;Bogføring;Ingen
5160;Städning och renhållning;STÄDNING OCH RENHÅLLNING;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.663Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;41;false;;;;;Bogføring;Ingen
5170;Reparations- och underhållsutgifter;REPARATIONS- OCH UNDERHÅLLSUTGIFTER;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.67Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;40;false;;;;;Bogføring;Ingen
5199;Fastighetskostnader totalt;FASTIGHETSKOSTNADER TOTALT;Sluttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.68Z;2026-01-19;5100..5199;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;41;false;;;;;Sluttotal;Ingen
5600;Kostnader för transportmedel;KOSTNADER FÖR TRANSPORTMEDEL;Starttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.69Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;45;false;;;;;Starttotal;Ingen
5611;Drivmedel;DRIVMEDEL;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.697Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;45;false;;;;;Bogføring;Ingen
5612;Försäkring, skatt personbilar;FÖRSÄKRING, SKATT PERSONBILAR;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.71Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;NO VAT;;false;;false;;INRIKES;INGEN MOMS;Ingen regulering;;false;45;false;;;;;Bogføring;Ingen
5613;Reparation och underhåll;REPARATION OCH UNDERHÅLL;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.723Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;45;false;;;;;Bogføring;Ingen
5699;Transportmedelskost. totalt;TRANSPORTMEDELSKOST. TOTALT;Sluttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.733Z;2026-01-19;5600..5699;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;45;false;;;;;Sluttotal;Ingen
5710;Frakter och transporter;FRAKTER OCH TRANSPORTER;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.743Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;31;false;;;;;Bogføring;Ingen
5810;Resekostnader;RESEKOSTNADER;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.753Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;NO VAT;;false;;false;;INRIKES;INGEN MOMS;Ingen regulering;;false;44;false;;;;;Bogføring;Ingen
5900;Markandsföring och PR;MARKANDSFÖRING OCH PR;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.767Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;33;false;;;;;Bogføring;Ingen
5905;Reklam och PR;REKLAM OCH PR;Starttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.78Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;33;false;;;;;Starttotal;Ingen
5910;Annonsering;ANNONSERING;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.79Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;33;false;;;;;Bogføring;Ingen
5970;Film, radio, TV och Internet;FILM, RADIO, TV OCH INTERNET;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.797Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;33;false;;;;;Bogføring;Ingen
5999;Reklam och PR totalt;REKLAM OCH PR TOTALT;Sluttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.81Z;2026-01-19;5905..5999;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;33;false;;;;;Sluttotal;Ingen
60410;Kostnad för allmännyttiga tjänster – Kraftverk;KOSTNAD FÖR ALLMÄNNYTTIGA TJÄNSTER – KRAFTVERK;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:47.36Z;2026-01-19;;Gennemsnitskurs (manuel);;;;INRIKES;DETALJ;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
6200;Administrativa kostnader;ADMINISTRATIVA KOSTNADER;Starttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.82Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;31;false;;;;;Starttotal;Ingen
6210;Tele;TELE;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.827Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;31;false;;;;;Bogføring;Ingen
6220;Post;POST;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.837Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;NO VAT;;false;;false;;INRIKES;INGEN MOMS;Ingen regulering;;false;31;false;;;;;Bogføring;Ingen
6230;Kontorsmaterial;KONTORSMATERIAL;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.847Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;31;false;;;;;Bogføring;Ingen
6299;Administrativa kost. totalt;ADMINISTRATIVA KOST. TOTALT;Sluttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.857Z;2026-01-19;6200..6299;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;31;false;;;;;Sluttotal;Ingen
6351;Konstaterade kundförluster;KONSTATERADE KUNDFÖRLUSTER;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.863Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;42;false;;;;;Bogføring;Ingen
6352;Befarade kundförluster;BEFARADE KUNDFÖRLUSTER;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.877Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;46;false;;;;;Bogføring;Ingen
6420;Revisionsarvoden;REVISIONSARVODEN;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.883Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;31;false;;;;;Bogføring;Ingen
6450;Diverse;DIVERSE;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.897Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;31;false;;;;;Bogføring;Ingen
6500;IT-tjänster;IT-TJÄNSTER;Starttotal;;;Udgift;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.903Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;31;false;;;;;Starttotal;Ingen
6540;Mjukvara;MJUKVARA;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.913Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;31;false;;;;;Bogføring;Ingen
