KONPLAN SAMMENLIG;Finanskonto;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nummer;Navn;Søgenavn;Kontotype;Global dimension 1-kode;Global dimension 2-kode;Kontokategori;Resultatopgørelse/balance;Debet/kredit;Nr. 2;Spærret;Direkte bogføring;Afstembar;Sideskift;Antal tomme linjer;Indrykning;Valutakode;Bogføring af kildevaluta;Værdiregulering af kildevaluta;Urealiseret værdiregulering;Dato/klokkeslæt for seneste ændring;Rettet den;Sammentælling;Konsol. oversættelsesmetode;Kons.debetkonto;Kons.kreditkonto;Bogføringstype;Virksomhedsbogføringsgruppe;Produktbogføringsgruppe;Billede;Automatisk udv. tekster;Skatteområdekode;Skattepligtig;Skattegruppekode;Momsvirksomhedsbogf.gruppe;Momsproduktbogf.gruppe;Valutakursregulering;IC-stand.partners finanskt.nr.;Udelad standardbeskrivelse i kladde;Løbenr. for kontounderkategori;Udeluk fra konsolidering;Omkostningstypenr.;Standardskabelonkode for periodisering;Automatisk redovisningsmall;Standardbæredygtighedskonti;API-kontotype;Gennemse politik
2085;Uppskjuten skatt;UPPSKJUTEN SKATT;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:45.247Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2091;Balanserad vinst eller förlust;BALANSERAD VINST ELLER FÖRLUST;Bogføring;;;Egenkapital;Balance;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:45.26Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;16;false;;;;;Bogføring;Ingen
2095;Eget kapital delägare totalt;EGET KAPITAL DELÄGARE TOTALT;Total;;;Egenkapital;Balance;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.27Z;2026-01-19;2010..2099|3000..8999;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;15;false;;;;;Total;Ingen
2099;Årets resultat;ÅRETS RESULTAT;Bogføring;;;Aktiver;Balance;Begge;;false;true;true;false;0;1;;;false;false;2026-01-19T15:19:45.287Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;3;false;;;;;Bogføring;Ingen
2211;Skatteskulder;SKATTESKULDER;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:45.297Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2300;Långfristiga skulder;LÅNGFRISTIGA SKULDER;Starttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.307Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;13;false;;;;;Starttotal;Ingen
2330;Checkkredit;CHECKKREDIT;Bogføring;;;Passiver;Balance;Begge;;false;true;true;false;0;2;;;false;false;2026-01-19T15:19:45.313Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;13;false;;;;;Bogføring;Ingen
2352;Hypotek;HYPOTEK;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.323Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;13;false;;;;;Bogføring;Ingen
2359;Långfristiga skulder kreditins;LÅNGFRISTIGA SKULDER KREDITINS;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.337Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;13;false;;;;;Bogføring;Ingen
2399;Långfristiga skulder totalt;LÅNGFRISTIGA SKULDER TOTALT;Sluttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.347Z;2026-01-19;2300..2399;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;13;false;;;;;Sluttotal;Ingen
2400;Kortfristiga skulder;KORTFRISTIGA SKULDER;Starttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.36Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Starttotal;Ingen
2435;Leverantörsreskontra;LEVERANTÖRSRESKONTRA;Starttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;2;;;false;false;2026-01-19T15:19:45.367Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Starttotal;Ingen
2440;Leverantörsskulder;LEVERANTÖRSSKULDER;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.38Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2441;Leverantörsskulder inrikes;LEVERANTÖRSSKULDER INRIKES;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.39Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2442;Leverantörsskulder utländska;LEVERANTÖRSSKULDER UTLÄNDSKA;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.403Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2448;Gavekort Kunder;GAVEKORT KUNDER;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-02-18T04:02:52.867Z;2026-02-18;;Gennemsnitskurs (manuel);;;;;NO VAT;;false;;false;;;INGEN MOMS;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2449;Leverantörsskulder, totalt;LEVERANTÖRSSKULDER, TOTALT;Sluttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;2;;;false;false;2026-01-19T15:19:45.41Z;2026-01-19;2435..2449;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Sluttotal;Ingen
2510;Övrig skatteskuld;ÖVRIG SKATTESKULD;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.42Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2600;Lagerjust. (interim);LAGERJUST. (INTERIM);Starttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;2;;;false;false;2026-01-19T15:19:45.43Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Starttotal;Ingen
2610;Utgående moms 25 %;UTGÅENDE MOMS 25 %;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.443Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2615;Ingående moms 25 % EU;INGÅENDE MOMS 25 % EU;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.45Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2617;Utg. moms omv. skattskyldighet;UTG. MOMS OMV. SKATTSKYLDIGHET;Bogføring;;;Aktiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.457Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;4;false;;;;;Bogføring;Ingen
2620;Utgående moms 12 %;UTGÅENDE MOMS 12 %;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.467Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2630;Utgående moms 6 %;UTGÅENDE MOMS 6 %;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.48Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2640;Ingående moms 25 %;INGÅENDE MOMS 25 %;Bogføring;;;Aktiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.49Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;4;false;;;;;Bogføring;Ingen
2641;Endast moms;ENDAST MOMS;Bogføring;;;Aktiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.497Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;ONLY;;false;;false;;;ONLY;Ingen regulering;;false;4;false;;;;;Bogføring;Ingen
2642;Ingående moms 12 %;INGÅENDE MOMS 12 %;Bogføring;;;Aktiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.52Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;4;false;;;;;Bogføring;Ingen
2643;Ingående moms 12 % inom EU;INGÅENDE MOMS 12 % INOM EU;Bogføring;;;Aktiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.53Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;4;false;;;;;Bogføring;Ingen
2644;Ing. moms omv. skattskyldighet;ING. MOMS OMV. SKATTSKYLDIGHET;Bogføring;;;Aktiver;Balance;Begge;;false;true;false;false;0;3;;;false;false;2026-01-19T15:19:45.537Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;4;false;;;;;Bogføring;Ingen
2645;Moms totalt;MOMS TOTALT;Sluttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;2;;;false;false;2026-01-19T15:19:45.55Z;2026-01-19;2600..2645;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Sluttotal;Ingen
2650;Moms att betala;MOMS ATT BETALA;Bogføring;;;Aktiver;Balance;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.563Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;4;false;;;;;Bogføring;Ingen
2670;Skatt elektricitet;SKATT ELEKTRICITET;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.577Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;43;false;;;;;Bogføring;Ingen
2671;Skatt naturgas;SKATT NATURGAS;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.587Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;43;false;;;;;Bogføring;Ingen
2672;Skatt kol;SKATT KOL;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.6Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;43;false;;;;;Bogføring;Ingen
2674;Skatt vatten;SKATT VATTEN;Bogføring;;;Udgift;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.613Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;43;false;;;;;Bogføring;Ingen
2679;Moms redovisningskonto;MOMS REDOVISNINGSKONTO;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.623Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2711;Innehållen personalskatt;INNEHÅLLEN PERSONALSKATT;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.633Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;12;false;;;;;Bogføring;Ingen
2718;Betald personalskatt;BETALD PERSONALSKATT;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.643Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;12;false;;;;;Bogføring;Ingen
2890;Övriga skulder;ÖVRIGA SKULDER;Starttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;2;;;false;false;2026-01-19T15:19:45.653Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Starttotal;Ingen
2980;Övriga skulder totalt;ÖVRIGA SKULDER TOTALT;Sluttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;2;;;false;false;2026-01-19T15:19:45.667Z;2026-01-19;2890..2980;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Sluttotal;Ingen
2990;Upplupna kostnader;UPPLUPNA KOSTNADER;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.68Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2993;Inlev. ej fakturerade;INLEV. EJ FAKTURERADE;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.697Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Bogføring;Ingen
2995;Kortfristiga skulder, totalt;KORTFRISTIGA SKULDER, TOTALT;Sluttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.707Z;2026-01-19;2400..2995;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;11;false;;;;;Sluttotal;Ingen
2996;Andra upplupna kostnader och uppskjutna intäkter;ANDRA UPPLUPNA KOSTNADER OCH UPPSKJUTNA INTÄKTER;Bogføring;;;Passiver;Balance;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:45.717Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;10;false;;;;;Bogføring;Ingen
2997;Skulder totalt;SKULDER TOTALT;Sluttotal;;;Passiver;Balance;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:45.727Z;2026-01-19;2000..2997;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;10;false;;;;;Sluttotal;Ingen
2999;SUMMA SKULDER OCH EGET KAPITAL;SUMMA SKULDER OCH EGET KAPITAL;Total;;;Passiver;Balance;Begge;;false;false;false;true;1;0;;;false;false;2026-01-19T15:19:45.733Z;2026-01-19;2000..2999|3000..8999;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;10;false;;;;;Total;Ingen
3000;RESULTATRÄKNING;RESULTATRÄKNING;Overskrift;;;;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:45.747Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;;false;;;;;Overskrift;Ingen
3002;Intäkt;INTÄKT;Starttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;1;0;;;false;false;2026-01-19T15:19:45.76Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;18;false;;;;;Starttotal;Ingen
3050;Försäljning varor;FÖRSÄLJNING VAROR;Starttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.767Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;20;false;;;;;Starttotal;Ingen
3051;Försäljning varor inom Sverige;FÖRSÄLJNING VAROR INOM SVERIGE;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.78Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;INRIKES;DETALJ;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;20;false;;;;;Bogføring;Ingen
3055;Försäljning varor utom EU;FÖRSÄLJNING VAROR UTOM EU;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.787Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;EXPORT;DETALJ;;false;;false;;EXPORT;VAT25;Ingen regulering;;false;20;false;;;;;Bogføring;Ingen
3056;Försäljning varor inom EU;FÖRSÄLJNING VAROR INOM EU;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.797Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;EU;DETALJ;;false;;false;;EU;VAT25;Ingen regulering;;false;20;false;;;;;Bogføring;Ingen
3057;Projektförs. kopplade varor;PROJEKTFÖRS. KOPPLADE VAROR;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.807Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;20;false;;;;;Bogføring;Ingen
3059;Försäljning varor totalt;FÖRSÄLJNING VAROR TOTALT;Sluttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.82Z;2026-01-19;3050..3059;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;20;false;;;;;Sluttotal;Ingen
3060;Försäljning av råmaterial;FÖRSÄLJNING AV RÅMATERIAL;Starttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.83Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;20;false;;;;;Starttotal;Ingen
3061;Försäljning råmaterial inom SE;FÖRSÄLJNING RÅMATERIAL INOM SE;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.84Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;INRIKES;RÅMAT;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;20;false;;;;;Bogføring;Ingen
3065;Försäljning råmaterial utom EU;FÖRSÄLJNING RÅMATERIAL UTOM EU;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.853Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;EXPORT;RÅMAT;;false;;false;;EXPORT;VAT25;Ingen regulering;;false;20;false;;;;;Bogføring;Ingen
3066;Försäljning råmaterial inom EU;FÖRSÄLJNING RÅMATERIAL INOM EU;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.863Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;EU;RÅMAT;;false;;false;;EU;VAT25;Ingen regulering;;false;20;false;;;;;Bogføring;Ingen
3067;Projektförs. kopplat råmat.;PROJEKTFÖRS. KOPPLAT RÅMAT.;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.873Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;20;false;;;;;Bogføring;Ingen
3069;Försäljning råmaterial totalt;FÖRSÄLJNING RÅMATERIAL TOTALT;Sluttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.883Z;2026-01-19;3060..3069;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;20;false;;;;;Sluttotal;Ingen
3070;Försäljning resurser;FÖRSÄLJNING RESURSER;Starttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.893Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;18;false;;;;;Starttotal;Ingen
3071;Försäljning resurser inom SE;FÖRSÄLJNING RESURSER INOM SE;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.903Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;INRIKES;TJÄNSTER;;false;;false;;INRIKES;VAT12;Ingen regulering;;false;19;false;;;;;Bogføring;Ingen
3075;Försäljning resurser utom EU;FÖRSÄLJNING RESURSER UTOM EU;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.913Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;EXPORT;TJÄNSTER;;false;;false;;EXPORT;VAT12;Ingen regulering;;false;19;false;;;;;Bogføring;Ingen
3076;Försäljning resurser inom EU;FÖRSÄLJNING RESURSER INOM EU;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.92Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;EU;TJÄNSTER;;false;;false;;EU;VAT12;Ingen regulering;;false;19;false;;;;;Bogføring;Ingen
3077;Projektförs. kopplade resurser;PROJEKTFÖRS. KOPPLADE RESURSER;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.933Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;19;false;;;;;Bogføring;Ingen
3079;Försäljning resurser totalt;FÖRSÄLJNING RESURSER TOTALT;Sluttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.943Z;2026-01-19;3070..3079;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;19;false;;;;;Sluttotal;Ingen
3080;Försäljning projekt;FÖRSÄLJNING PROJEKT;Starttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.957Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;19;false;;;;;Starttotal;Ingen
3081;Försäljning projekt övrigt;FÖRSÄLJNING PROJEKT ÖVRIGT;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.967Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;19;false;;;;;Bogføring;Ingen
3085;Projektförsäljning;PROJEKTFÖRSÄLJNING;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;2;;;false;false;2026-01-19T15:19:45.977Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;19;false;;;;;Bogføring;Ingen
3089;Försäljning projekt totalt;FÖRSÄLJNING PROJEKT TOTALT;Sluttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;0;1;;;false;false;2026-01-19T15:19:45.987Z;2026-01-19;3080..3089;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;19;false;;;;;Sluttotal;Ingen
3090;Konsultation inom Sverige;KONSULTATION INOM SVERIGE;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:45.997Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;INRIKES;TJÄNSTER;;false;;false;;INRIKES;VAT12;Ingen regulering;;false;19;false;;;;;Bogføring;Ingen
3091;Försäljning servicekontrakt;FÖRSÄLJNING SERVICEKONTRAKT;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.007Z;2026-01-19;;Gennemsnitskurs (manuel);;;;INRIKES;TJÄNSTER;;false;;false;;INRIKES;VAT12;Ingen regulering;;false;;false;;;;;Bogføring;Ingen
3095;Övriga fakturerade kostnader;ÖVRIGA FAKTURERADE KOSTNADER;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.017Z;2026-01-19;;Gennemsnitskurs (manuel);;;Salg;INRIKES;DIV;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;19;false;;;;;Bogføring;Ingen
3098;Intäktsreduktioner;INTÄKTSREDUKTIONER;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.027Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;19;false;;;;;Bogføring;Ingen
3731;Lämnade kassarabatter;LÄMNADE KASSARABATTER;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.037Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;22;false;;;;;Bogføring;Ingen
3732;Lämnade kassarabatter 2;LÄMNADE KASSARABATTER 2;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.047Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;29;false;;;;;Bogføring;Ingen
3740;Öresavrundning;ÖRESAVRUNDNING;Bogføring;;;Indkomst;Resultatopgørelse;Begge;;false;true;false;false;0;1;;;false;false;2026-01-19T15:19:46.057Z;2026-01-19;;Gennemsnitskurs (manuel);;;;INRIKES;NO VAT;;false;;false;;INRIKES;INGEN MOMS;Ingen regulering;;false;18;false;;;;;Bogføring;Ingen
3999;Totala intäkter;TOTALA INTÄKTER;Sluttotal;;;Indkomst;Resultatopgørelse;Begge;;false;false;false;false;0;0;;;false;false;2026-01-19T15:19:46.08Z;2026-01-19;3002..3999;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;18;false;;;;;Sluttotal;Ingen
4000;Inköp varor;INKÖP VAROR;Bogføring;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;true;false;false;0;0;;;false;false;2026-01-19T15:19:46.097Z;2026-01-19;;Gennemsnitskurs (manuel);;;Køb;INRIKES;DETALJ;;false;;false;;INRIKES;VAT25;Ingen regulering;;false;26;false;;;;;Bogføring;Ingen
4001;Kostnader;KOSTNADER;Starttotal;;;Omkostning ved solgte varer;Resultatopgørelse;Begge;;false;false;false;false;1;0;;;false;false;2026-01-19T15:19:46.117Z;2026-01-19;;Gennemsnitskurs (manuel);;;;;;;false;;false;;;;Ingen regulering;;false;26;false;;;;;Starttotal;Ingen
